위도,경도
37.41533865834483,127.42724610766275
37.3963531352433,127.32736861563812
37.71681095160404,127.3078191403619
37.41368361468508,127.22366430621057
37.42340249899144,126.6668702243456
37.28449065540026,127.4599203758904
37.66275219232062,127.20343875136442
37.694035254385696,127.00591673876912
37.56113392887231,127.42124480506747
37.63102644461197,126.59148810729197
37.432969022428566,127.019224759926
37.74631903587943,127.2308536339024
37.56274096233109,127.04940543008264
37.48358434157311,127.1718623318972
37.50121024071152,127.06229773949288
37.71924648048781,127.08993745305692
37.35681613236956,127.28766382315747
37.08879366309532,126.99245801376152
37.51052631387716,126.95720044230772
37.5937708484239,127.11146130516616
37.053437738984975,127.24528538467824
37.530519621862766,127.42766476393788
37.40793022219584,126.7820186026182
37.153234585367805,127.07662694498208
37.59588519437653,127.0137696085698
37.53307844990589,126.73674918835506
37.03358955963967,127.00566327098512
37.73121907912472,127.34646780896318
37.893730268238166,127.18749120506357
37.37563903818938,127.13406017476028
37.74877317302246,127.13446486276294
37.41259068318407,127.02616520106518
37.52339079980552,127.10743317379504
37.46069106103468,127.31068092132664
37.54664454793587,126.82690360860867
37.38283045984557,126.96657067220036
37.37827864194906,127.21636903230215
37.70435866483152,127.24886289758236
37.48669659798537,127.52875665455753
37.7453014253112,127.10252164204424
37.24202278805078,127.41225606013676
37.53843576284164,127.41999489639046
37.110564021844,126.92303490779642
37.0315388745783,127.30160708024688
37.3879296426747,127.3938095965555
37.428434689227,127.37498426371212
37.65742926407329,127.2813742713811
37.16265237634487,127.08493851325449
37.11830462752537,127.2331079366661
37.22403765812263,126.77249995409674
37.38651740870408,127.18620201910144
37.63008327775206,126.7256367977654
37.72851155456898,126.71000083932138
37.8300302819737,126.91614555463968
37.5958117776475,126.92251225712612
37.72707671846972,126.82193171369224
37.49167583592308,127.2920746903214
37.31118143050679,126.83521916874402
37.36156334468166,127.25433169627031
37.31258564242011,127.06248925212714
37.795985651773854,127.06134123099687
37.697677483920366,126.8659984446142
37.61738914924621,126.6014396375692
37.649005491849856,127.11457143296523
37.21498091705398,127.17623101447168
37.076788900748745,127.31189806799158
37.812057665046986,126.91895254412506
37.06422507090448,127.0830654829659
37.24951436134281,127.4527626923665
37.122122277679296,126.89955836933191
37.38316465864042,126.67993135378462
37.85244890163128,127.07334103497212
37.15812898110919,127.01653267563648
37.1176344594699,127.11301991639938
37.382238476091615,127.5577709309165
37.34347252554959,126.7636646169356
37.421150264184405,126.9582071523504
37.35498203735701,127.578797039224
37.24711411843478,127.29682266859622
37.30509697065672,127.34084201100302
37.44741129038273,126.92125246808996
37.31843038893329,127.12075152601383
37.17194707904359,127.09898308371568
37.11859463324869,127.0186879067134
37.78038656012903,126.9519063101949
37.62808005438952,126.65588872737048
37.664897131575614,126.74978056254636
37.67674421415083,126.8001400008328
37.30480408054952,126.8180993157668
37.8387755279815,127.01526367476156
37.20663263084751,127.00807011309256
37.65545117009782,127.2272532613426
37.3591275372703,126.69500339926368
37.20162133547317,126.80294587812617
37.2978599100342,127.49081227317352
37.95510023236116,127.05763558286364
37.80837130474648,127.1636130733351
37.73673770939882,126.95868679005378
37.21467289273235,127.24667306274576
37.89739932351221,126.93767062867305
37.0158652639898,127.20260444211176
37.29729261291317,127.19754230377656
37.54076870595426,127.3372249897403
37.73456485676089,126.92286874389671
37.134072746807824,127.338663158308
37.54985063941762,127.05167987355266
37.44197360747916,127.11752349902751
37.157224061690805,127.16134629702007
37.483205679875965,127.142305644835
37.81054254577144,127.0534313645491
37.61594363578287,126.71750594146702
37.35211196878496,126.7817421872762
37.416823932595655,127.02663052116414
37.61719449589822,126.71222848026078
37.84622485274814,127.13714986927005
37.409132911376126,127.014493020084
37.69802742464285,127.16002862536624
37.46455153894089,127.22324760190352
37.47653555235353,127.5204063067762
37.86978682123645,126.93794542148063
37.02756107344255,127.12154700503196
37.62487478487347,126.79605109247257
37.61286476756302,127.26102131723492
37.25779386302008,127.5935526573393
37.03281119095397,126.9844631938985
37.6389281943696,127.0331353023318
37.72104573841666,126.69440205375976
37.52365519424945,127.18483275431252
37.8752069188949,126.92777617213416
37.7337634841788,126.76846221574392
37.811756958074575,127.17226954116316
37.6414709327327,126.70816451164588
37.30679908929344,127.55523992993444
37.79774113558555,127.03797888580398
37.07454003915865,127.23661080021664
37.64431254573117,127.2430006904668
37.83111850546469,127.1013969369708
37.8448715886468,126.93697160539809
37.385401434979485,126.86030492578612
37.18322167824861,127.47035260231812
37.68451313091043,126.71704077460625
37.06342289876874,127.03872027231688
37.60827858240198,126.89559711116884
37.63407103988781,127.4270223721742
37.73143764871242,127.00176036915472
37.9713005779621,127.05612764060253
37.38730272975712,127.209440152325
37.221171538208175,127.41700890843636
37.10470518696972,127.23228012235684
37.25965942920315,126.7682576224564
37.27175613519364,127.49968124026104
37.453473146831485,126.9427091191575
37.58533433606412,127.02570104044491
37.26561172416222,127.45635818793885
36.97993985922307,127.11687175452074
37.88013265977129,127.08085709518396
37.143357852646034,127.19550906637656
37.66763615541683,127.03742593454156
37.76940108111842,127.0549496771433
37.52150382510844,126.79796056203972
37.34860692320727,127.3435075474118
37.47724160151984,127.20667902491763
37.59906129715655,127.22843021763542
37.6765405659741,126.98315011894113
37.76649827704183,127.29856882522886
37.2600615600899,127.34926699924468
37.22615651232566,127.35427392407736
37.96801681219168,126.9764910084304
37.60281747657607,127.16876598035198
37.37823974710493,127.17653975782966
37.55805165798203,126.66676241042823
37.05419864526026,127.02682401582766
37.57879029256233,126.78152012966171
37.11377065385538,127.30958219586294
38.018103829019495,127.00513036401756
37.498855447717474,127.0057535088891
37.12431782034847,127.2747090527871
37.93574484873905,126.9924536727861
37.02305476514101,127.12207147327624
37.88895156923887,127.0092195565356
37.3653549354901,127.16527266769305
37.57863785898234,127.20738582348088
37.30668151024448,127.0083592377887
37.37317484513899,126.89067418786207
37.6212303636093,126.6975895725945
37.56319148713569,127.46926051729828
37.9619894842575,126.95531527474138
37.22486944189205,126.7620413463476
37.153515091998464,126.9314118479843
37.32871039773366,127.34766869801196
37.22060237838247,127.17555997206256
37.34172962236546,127.29707031947434
37.18493892540627,127.2107066739415
38.06988951077029,127.07257436719227
37.293613758732015,126.877012973578
37.36226430296987,127.6154607899096
37.02428602532401,127.30360717423254
37.42534711229321,126.67993814035157
37.49389995327126,127.52091250627235
37.94575742321097,127.0557739379842
37.32206041466799,126.83687812822978
37.69184345729112,127.23235690901652
37.71640735686429,127.0091975608886
37.24062796369852,127.62207273603178
37.22496932482454,126.91164941799865
37.79538177638749,127.2055085528456
37.49676839976616,126.81699974888215
37.33142661980165,127.13394009206334
37.54395550588983,126.83236681593866
37.49080383821972,127.30271425337224
37.488091922915714,127.48675655839315
37.09968416252397,127.15027216006098
37.79854700826225,126.96615734412876
37.57820821428705,127.3277061094687
37.54118181935664,126.91039877469952
37.154009986686575,126.89440820294372
37.92069745777732,127.17201337266366
37.6374030637186,127.46352594944858
37.59818959748671,127.27711554292716
37.01623860363923,127.18828122798028
37.411493073894,127.57399741585644
37.36155246819776,127.15361701935792
37.63041317687483,127.09395273848284
37.14514706802928,126.87399390473014
37.61796090327063,127.00396280941116
37.82526902971015,126.8358454834403
37.026194378919726,127.25102400606016
37.42633556056251,127.00870148242042
37.65499912252226,126.88144594466463
37.81936776494726,127.19329217102393
37.28583457504231,126.83499394243364
37.625065709415125,127.33920929263816
37.37535707373874,126.73263072862008
37.47306535901675,126.87884284601267
37.55434696113374,127.06330477762916
37.741483297758734,127.01084057350867
37.77200174011952,127.19112656204196
37.46215436822179,127.43922485406895
37.2959756300082,127.49517149203533
37.40256068527512,126.95085958555622
37.63604727642513,126.90108385620076
37.475938929962986,126.8855545930351
37.10507450555178,127.29872273515676
37.54837984201305,127.51244787430932
37.29452240051923,127.43873805654724
37.54540557971914,127.47058773951184
37.98181582964414,127.02520941258288
37.70216071016835,126.8109569261719
37.63905476449719,127.24627502149472
37.56767434384367,126.80379756248442
37.27120927890617,127.04455975478824
37.72893580508836,126.657897848854
38.03564188929083,127.03007865591223
37.65767579616405,126.7633663099161
37.131975774669804,126.95411080555743
37.54566854208002,127.24638351474384
37.5958105117546,126.954592838651
37.643852453943694,127.18868678542934
37.20824378138322,127.3054459304762
37.86942101686812,127.24894122215994
37.17805694107956,127.15556045361224
37.42852643702762,127.0467841413799
37.39797174712728,126.8137525364888
37.831221611105626,126.962059862618
37.693604461473456,126.89480424866878
37.55338668643805,127.0068679380936
37.60477629268506,127.40812787202005
37.75281245219375,127.2671308272183
37.01890751938196,127.2866242101937
37.25719814003313,126.89273579840524
37.0900364689786,127.29136783727344
37.265038103859474,127.13747389527882
37.27537923073862,126.9490581287216
37.952927879385605,127.1923342230308
37.19547703818841,127.43732169942392
37.17451291289955,126.98511797098818
37.1444273737125,127.47780491824946
37.41390200929519,126.9976958138278
37.3731461906463,127.05521545205002
37.22659209979002,127.0980695592131
37.49174957238835,126.99346354207208
37.17395329310854,127.4700082820822
37.69567128654446,126.78830829884576
37.64763022318874,126.86391065290884
37.44181044720671,127.47328964079476
37.44483984708052,126.82843023712483
37.40270976050204,127.42589713061793
37.091476737448176,127.18013514406042
37.59636508507668,127.30432614665736
37.51645121978664,127.11844177722124
37.56455343927806,126.81211184636253
37.66768365098709,127.05552476001633
37.60653934936659,126.7644129010244
37.25523611368767,126.93735215915028
37.9638232687506,127.16429451905412
37.72092510166596,127.31368844990396
37.58712657117516,127.27989211817632
37.29046615268405,127.35007591713324
37.40512878877662,127.0513101937205
37.24397597414792,127.3187901092619
37.572714748249794,127.22067364249502
37.54127351677382,126.7262316486688
37.34167427348012,126.89769294103084
37.46038991817957,126.79002157483492
37.87430757743495,127.13136295778676
37.44258233610378,127.05761129070522
37.65582485032469,127.25599708550274
38.05193442667223,127.08060535659948
37.16524585141064,127.0995538922189
37.790727279931474,126.85476296300172
37.06379333822715,127.33371170905907
37.14720479920869,127.17735835812304
37.74353689364787,126.77985921712376
37.56039971065408,127.00751023108928
37.46245821067436,126.99520171827432
37.2209613538202,126.8549031955366
37.53920479255999,126.80285856981386
37.13789850798305,127.16152282435984
37.5476186338057,126.86771897616325
37.24155410919994,127.02618134734664
37.24533369651789,126.82476155413616
37.40978352124047,127.5384502663474
37.4842432969619,127.24379099665836
37.69994890922055,126.72021245026626
37.12618147785933,127.01918097125665
37.12709903048449,127.41226749488374
37.66036344321604,127.03795102957748
37.39842321424105,127.30334997321988
37.5103284829323,126.75487173242712
37.34261715145747,126.81801675998436
37.25462986293537,126.88694522400192
37.861398644931,126.88276942333846
37.85036878006699,126.95700657633957
37.49061022638836,127.56425650301216
37.45486533680124,127.3040803404352
37.6687130684248,127.07644119950444
37.7049815728736,126.96911587732764
37.53878195441668,127.45728412428068
37.67160081537315,127.2428590338192
37.37508285650479,126.82189172967738
37.46490721607557,126.86933308031443
37.56125313301707,127.4315386708065
37.71128562814573,127.22583211906476
37.88207374787703,126.85611955825152
37.34136620548014,127.4597127482636
37.39582370612456,127.54045801140036
37.19882460840888,127.612769180342
37.40721345753136,127.26173962532306
37.18426278684396,127.02209757183178
37.54643388981525,126.6454767442812
37.541370186865166,126.7602066288867
37.46753327104644,127.45073981138968
37.12550229135044,127.37780120685848
37.26560208810504,126.8888875882326
37.20841130889119,126.88164187600336
37.87669467033373,127.02451890412452
37.51737183290716,127.3821478120528
37.45378554562439,127.20793401510876
37.61317306485461,126.73270088906042
37.907421116151504,126.93724070782204
37.96534259658296,127.17440117955177
37.6859429142056,126.60206166993632
37.673201743684494,127.37467726231752
37.60914798552677,127.0602735835946
37.2982343458403,127.44207066348804
37.14230827576009,127.2274218598868
37.72037258795888,126.76832307675532
37.52807911198515,126.92531599226474
37.42857063093218,126.75170150580274
37.36450664552636,127.46350847050692
37.75642865731649,127.29585231918642
37.534176551955845,127.16631741242404
37.62596461540367,126.73622129869112
37.56537569139562,127.34968574003278
37.153609549759416,126.93303424680174
37.4486885377695,126.97489812890583
37.55061060525946,126.88424737367843
37.45844097613792,127.3831985853097
37.51450809718992,127.49318946517892
37.76783081812764,126.87748744945031
37.22615306997543,126.80082446144132
37.82793920057795,127.19356367688007
37.11536936215811,126.93370626152736
37.43613419266529,126.73683978022864
37.14491969549248,127.22067452146096
37.79124755179786,127.16874901195028
37.90140377243934,127.02949308557854
37.28908205669174,126.73238956723978
37.50019578163494,126.85076360448863
37.91988110819886,127.15895736211904
37.91080637843194,126.98589075433036
37.21019203048542,127.2974380246972
37.57233528899808,127.35442808279954
37.98818966988621,127.15264925559684
37.09155420479626,127.10234467316928
37.28615614452946,127.44809658945928
37.35652770397088,127.3489186741386
37.568249589925856,127.20411904336147
37.26825698615828,126.77566592981428
37.29943619982166,127.07629416282464
37.26258869699062,127.0993963060612
37.32740453580392,126.942601465938
37.281546192376446,127.33031495559834
37.87498282603652,127.15160477905056
37.40451008277133,127.07032527735466
37.31293138831592,127.08401738053406
37.50782443186631,127.3367900431604
37.3137847302089,127.53417560863907
37.539901695710775,127.21187558298352
37.334130334317024,127.26061447842604
37.3423224767385,126.90307338322135
37.70185861907434,127.40300076506512
37.447024940821855,127.3959719414998
37.31969323670607,127.24023736464392
37.42431653477625,127.1253928300481
37.640476208130806,127.42152720808762
37.81019380656895,127.30583935609069
37.68798489494959,126.83942284561483
37.77210591203443,126.7660850116611
37.83018925844669,126.77591282622222
37.338517935993295,126.94633939964886
37.092802314018535,127.0136161424024
37.880080173864606,126.84884892081628
37.29410583784651,127.00023530561772
37.89357822073443,127.04064534467122
37.60213757126507,127.0634401960055
37.337645043381976,126.72054932764308
37.28463145860732,127.46714802650035
37.29721451879076,127.62480068578132
37.21273545585478,127.03634683399784
37.56689092784162,126.78732501115267
37.897145770154026,127.12065797153736
37.34249095402407,127.38726801493836
37.803141395257335,126.86452503933702
37.13421095147712,127.3361260030926
37.78574975936829,127.29653963770537
38.05745793135863,127.10833579417113
37.9129811346244,126.99391638893064
37.62750708011558,126.92430541850273
37.63680847328801,127.19117473150293
37.93450397000986,126.96938961324254
37.925891514135685,127.03183347529108
37.82871369541616,126.79239744180644
37.547799161253536,126.9769575382024
37.90135447587294,127.12681292269824
37.16384291514089,127.20469489067762
37.48480728021199,127.2401306880389
37.69453411004002,127.35671266541036
37.75816662679374,127.18093415613863
37.50805392352679,127.00251819238387
37.35539927817957,126.93193213133442
37.49098423312113,127.2664576140388
37.187526042737694,127.2648598468293
37.70084844038506,126.90854841241388
37.65247081046825,127.27360292111683
37.37845485467648,127.55855666799393
37.6519560300679,127.34259766512824
37.47093862311869,126.96567395424717
37.56324428799689,126.80677489212728
37.84136186224478,127.18835775594488
37.64466990340108,126.7545844062942
37.79887154658236,127.28665298353106
37.29472310981469,127.03190672572268
37.62948364205374,127.13051184039072
37.71109030527947,126.71974811888867
37.58528690270828,127.12805572619568
37.70131495673342,126.97999216000964
37.63185537955261,126.98780818060897
37.76793392235314,127.2793176292278
37.39066502775153,127.21953948439948
37.16503537423659,127.2064662082384
37.59033990385301,127.13062206278616
37.23992989389154,127.1716018537288
37.169876296019744,127.39755156175598
37.43345067545319,126.92968982795702
37.96140923648061,127.08408149611428
37.277418619920326,127.3289185891644
37.67142791415975,126.67752064964824
37.311122352248496,126.77911385817067
37.4525102274533,127.53404928615804
37.65151452587817,126.81232742012274
37.73196039057299,127.23160284832824
37.35308578165557,127.35910388575704
37.934864069002245,126.95274809794212
37.15085074135155,127.04048047657554
37.41979520721657,126.85328489009775
37.269529348042376,127.5116958941844
37.52711343346469,127.29863937233004
37.23321966393125,126.85553435251384
37.122081679748646,127.46185841625945
37.78611379270652,126.9469926503787
37.45955982222696,126.89364707960132
37.15883054394987,126.88017353069776
37.656970904117536,126.76906380151516
37.92890292663317,127.12200396985804
37.53918631312893,127.52746747615404
37.28555673798631,126.9092774618643
37.51096400034596,127.51190586478096
37.5758826306899,126.9731537103158
37.02678139161207,127.2342744153114
